Description,UNSPSC
connector electrical pin wire welder,39120000
connector electrical pitch,39120000
connector electrical pitch way,39120000
connector electrical plug ac power v,39120000
connector electrical plug angle,39120000
connector electrical plug boot,39120000
connector electrical plug circular straight contact,39120000
connector electrical plug cover,39120000
connector electrical plug dc,39120000
connector electrical plug end v,39120000
connector electrical plug flanged inlet nylon twist lock,39120000
connector electrical plug inner,39120000
connector electrical plug lock v,39120000
connector electrical plug lock v pole wire,39120000
connector electrical plug receptacle v,39120000
connector electrical plug ring,39120000
connector electrical plug set,39120000
connector electrical plug socket,39120000
connector electrical plug solder pin,39120000
connector electrical plug straight,39120000
connector electrical plug straight blade,39120000
connector electrical plug terminal,39120000
connector electrical plug thermocouple,39120000
connector electrical plug turn lock v,39120000
connector electrical plug twist lock pole wire v,39120000
connector electrical plug ultra grip v,39120000
connector electrical plug v phase pole,39120000
connector electrical plug v pole,39120000
connector electrical plug v pole non,39120000
connector electrical plug v pole wire nylon,39120000
connector electrical pole,39120000
connector electrical pole ethernet,39120000
connector electrical pole peek,39120000
connector electrical port lead,39120000
connector electrical position circular solder,39120000
connector electrical post,39120000
connector electrical power,39120000
connector electrical power heavy,39120000
connector electrical power v,39120000
connector electrical press switch,39120000
connector electrical press terminal,39120000
connector electrical proximity,39120000
connector electrical push port,39120000
connector electrical quick,39120000
connector electrical receptacle crimp,39120000
connector electrical receptacle explosion,39120000
connector electrical receptacle lock v midget,39120000
connector electrical receptacle pin v,39120000
connector electrical receptacle socket,39120000
connector electrical receptacle straight circular socket,39120000
connector electrical receptacle twist,39120000
connector electrical receptacle twist lock,39120000
connector electrical receptacle twist lock v,39120000
connector electrical receptacle v,39120000
connector electrical receptacle weather resistant duplex,39120000
connector electrical relay indicator,39120000
connector electrical revolving,39120000
connector electrical angle insulate,39120000
connector electrical ring terminal,39120000
connector electrical safety,39120000
connector electrical screw,39120000
connector electrical screw strap,39120000
connector electrical screw terminal,39120000
connector electrical servo,39120000
connector electrical plug pole,39120000
connector electrical receptacle pole,39120000
connector electrical set,39120000
connector electrical set screw steel,39120000
connector electrical shell,39120000
connector electrical shell flanged,39120000
connector electrical socket crimp gold nickel,39120000
connector electrical socket plug receptacle,39120000
connector electrical socket receptacle duplex,39120000
connector electrical socket screw,39120000
connector electrical socket v,39120000
connector electrical coil v,39120000
connector electrical v,39120000
connector electrical v port,39120000
rotary airlock valve,40140000
connector electrical solder,39120000
connector electrical solder shrink wire,39120000
connector electrical solder thread circular,39120000
connector electrical solenoid,39120000
connector electrical solenoid coil lead,39120000
connector electrical solenoid lead v,39120000
connector electrical solenoid pin,39120000
connector electrical splice,39120000
connector electrical splice pack,39120000
connector electrical splice wire,39120000
connector electrical split bolt ,39120000
connector electrical split bolt alloy,39120000
connector electrical squeeze,39120000
connector electrical stationary,39120000
connector electrical steel snap,39120000
connector electrical straight,39120000
connector electrical straight blade,39120000
connector electrical straight blade cord v,39120000
connector electrical straight blade plug v,39120000
connector electrical straight blade receptacle plug,39120000
connector electrical straight blade receptacle v,39120000
connector electrical straight blade v,39120000
connector electrical straight circular socket,39120000
connector electrical straight circular v,39120000
connector electrical straight encoder,39120000
connector electrical straight field attachable,39120000
connector electrical straight gold,39120000
connector electrical straight link,39120000
connector electrical straight plug crimp socket,39120000
connector electrical straight plug metal,39120000
connector electrical straight plug v,39120000
connector electrical straight receptacle,39120000
connector electrical straight squeeze,39120000
connector electrical straight v,39120000
connector electrical straight wearable,39120000
connector electrical strain relief,39120000
connector electrical strain relief liquid tight,39120000
connector electrical supply plug,39120000
connector electrical supply signal,39120000
connector electrical surge duplex,39120000
connector electrical switch,39120000
connector electrical switch cable,39120000
connector electrical tank,39120000
connector electrical tap,39120000
connector electrical tap v,39120000
connector electrical terminal,39120000
connector electrical terminal block rail,39120000
connector electrical terminal board,39120000
connector electrical terminal spark plug angle,39120000
connector electrical test plug,39120000
connector electrical thread mount reflective,39120000
connector electrical tight,39120000
connector electrical tip,39120000
connector electrical tube,39120000
connector electrical flow,39120000
connector electrical turn lock,39120000
connector electrical turn crimp pin cable plug,39120000
connector electrical turn crimp pin plug,39120000
connector electrical twin plug,39120000
connector electrical twist,39120000
connector electrical twist lock,39120000
connector electrical twist lock insulate,39120000
connector electrical twist lock plug,39120000
connector electrical twist lock plug v,39120000
connector electrical twist lock straight blade,39120000
connector electrical twist lock v,39120000
connector electrical twist receptacle v,39120000
connector electrical twist v,39120000
connector electrical twist watertight,39120000
connector electrical twist wire,39120000
connector electrical twist wire tan,39120000
connector electrical twist wire v,39120000
connector electrical union,39120000
connector electrical v way,39120000
connector electrical v wire,39120000
connector electrical dc,39120000
connector electrical stone filter,39120000
rough valve,30180000
connector electrical watertight,39120000
connector electrical way back,39120000
connector electrical welder,39120000
connector electrical welding cable,39120000
connector electrical wire,39120000
connector electrical wire ac angle,39120000
connector electrical wire angle cable,39120000
connector electrical wire bolt,39120000
connector electrical wire cable,39120000
connector electrical wire cable v,39120000
connector electrical wire ceramic,39120000
